日期,河名,站名,水位,流量,含沙量
2023-03-02,黄河,龙羊峡出库,-,506,-
2023-03-02,黄河,刘家峡入库,-,832,-
2023-03-02,黄河,刘家峡蓄水量,1731.9,(35.9)亿,-
2023-03-02,黄河,刘家峡出库,-,321,-
2023-03-02,黄河,兰州,1509.9,340,-
2023-03-02,黄河,下河沿,1228.91,477,-
2023-03-02,黄河,石嘴山,1085.13,525,-
2023-03-02,黄河,巴彦高勒,1048.79,227,-
2023-03-02,黄河,三湖河口,1017.9,625,-
2023-03-02,黄河,包头,1003.3,640,-
2023-03-02,黄河,头道拐,988.24,615,-
2023-03-02,黄河,万家寨蓄水量,967.79,(3.32)亿,-
2023-03-02,黄河,万家寨上出库,-,634,-
2023-03-02,黄河,万家寨下,899.11,634,-
2023-03-02,黄河,府谷,808.3,1250,-
2023-03-02,黄河,吴堡,636.37,660,-
2023-03-02,黄河,龙门,377.67,665,-
2023-03-02,汾河,河津,370.24,19.9,-
2023-03-02,北洛河,状头,360.77,12.4,-
2023-03-02,泾河,张家山,420.12,28.3,-
2023-03-02,渭河,咸阳,372.81,27.7,-
2023-03-02,渭河,华县(二),337.77,61,-
2023-03-02,黄河,潼关,325.75,780,-
2023-03-02,黄河,史家滩蓄水量,316.3,(4.82)亿,-
2023-03-02,黄河,三门峡,274.56,1240,-
2023-03-02,黄河,小浪底上蓄水量,262.62,(62.3)亿,-
2023-03-02,黄河,小浪底,133.97,592,-
2023-03-02,伊河,东湾,-,-,-
2023-03-02,伊河,陆浑坝上蓄水量,314.28,(4.70)亿,-
2023-03-02,伊河,陆浑坝上出库,-,-,-
2023-03-02,伊河,龙门镇,146.97,5.35,-
2023-03-02,洛河,卢氏,-,-,-
2023-03-02,洛河,故县水库蓄水量,528.31,(5.25)亿,-
2023-03-02,洛河,故县水库出库,-,-,-
2023-03-02,洛河,长水（二）,377.78,20.5,-
2023-03-02,洛河,白马寺,112.7,23.4,-
2023-03-02,伊洛河,黑石关,107.49,33.3,-
2023-03-02,丹河,山路坪,-,-,-
2023-03-02,沁河,五龙口,-,-,-
2023-03-02,沁河,武陟,98.3,8.93,-
2023-03-02,黄河,花园口,88.87,693,-
2023-03-02,黄河,夹河滩,71.36,470,-
2023-03-02,黄河,高村,57.24,408,-
2023-03-02,黄河,孙口,42.22,372,-
2023-03-02,大汶河,戴村坝,-,-,-
2023-03-02,东平湖,东平湖老湖蓄水量,41.18,(4.83)亿,-
2023-03-02,大汶河,出湖闸,-,-,-
2023-03-02,黄河,艾山,35.19,319,-
2023-03-02,黄河,泺口,23.4,309,-
2023-03-02,黄河,利津,7.78,170,-
2023-03-03,黄河,唐乃亥,2670.64,201,-
2023-03-03,黄河,龙羊峡入库,-,207,-
2023-03-03,黄河,龙羊峡蓄水量,2582.76,(176)亿,-
2023-03-03,黄河,龙羊峡出库,-,394,-
2023-03-03,黄河,刘家峡入库,-,526,-
2023-03-03,黄河,刘家峡蓄水量,1732.04,(36.1)亿,-
2023-03-03,黄河,刘家峡出库,-,316,-
2023-03-03,黄河,兰州,1510.03,384,-
2023-03-03,黄河,下河沿,1228.96,496,-
2023-03-03,黄河,石嘴山,1085.08,495,-
2023-03-03,黄河,巴彦高勒,1048.85,250,-
2023-03-03,黄河,三湖河口,1017.92,627,-
2023-03-03,黄河,包头,1003.31,642,-
2023-03-03,黄河,头道拐,988.24,615,-
2023-03-03,黄河,万家寨蓄水量,967.7,(3.30)亿,-
2023-03-03,黄河,万家寨上出库,-,1110,-
2023-03-03,黄河,万家寨下,899.84,1110,-
2023-03-03,黄河,府谷,807.5,825,-
2023-03-03,黄河,吴堡,637,1040,-
2023-03-03,黄河,龙门,377.7,685,-
2023-03-03,汾河,河津,370.84,34,-
2023-03-03,北洛河,状头,360.52,1.74,-
2023-03-03,泾河,张家山,419.83,13.1,-
2023-03-03,渭河,咸阳,372.84,28.2,-
2023-03-03,渭河,华县(二),338.03,92.5,-
2023-03-03,黄河,潼关,325.72,757,-
2023-03-03,黄河,史家滩蓄水量,316.09,(4.66)亿,-
2023-03-03,黄河,三门峡,274.09,935,-
2023-03-03,黄河,小浪底上蓄水量,262.69,(62.4)亿,-
2023-03-03,黄河,小浪底,133.85,555,-
2023-03-03,伊河,东湾,-,-,-
2023-03-03,伊河,陆浑坝上蓄水量,314.29,(4.71)亿,-
2023-03-03,伊河,陆浑坝上出库,-,-,-
2023-03-03,伊河,龙门镇,146.92,3.80,-
2023-03-03,洛河,卢氏,-,-,-
2023-03-03,洛河,故县水库蓄水量,528.29,(5.25)亿,-
2023-03-03,洛河,故县水库出库,-,-,-
2023-03-03,洛河,长水（二）,377.78,20.5,-
2023-03-03,洛河,白马寺,112.77,36.6,-
2023-03-03,伊洛河,黑石关,107.7,36.1,-
2023-03-03,丹河,山路坪,-,-,-
2023-03-03,沁河,五龙口,-,-,-
2023-03-03,沁河,武陟,98.29,8.56,-
2023-03-03,黄河,花园口,88.96,762,-
2023-03-03,黄河,夹河滩,71.48,530,-
2023-03-03,黄河,高村,57.32,451,-
2023-03-03,黄河,孙口,42.2,365,-
2023-03-03,大汶河,戴村坝,-,-,-
2023-03-03,东平湖,东平湖老湖蓄水量,41.19,(4.85)亿,-
2023-03-03,大汶河,出湖闸,-,-,-
2023-03-03,黄河,艾山,35.24,329,-
2023-03-03,黄河,泺口,23.51,341,-
2023-03-03,黄河,利津,7.86,181,-
2023-03-04,黄河,唐乃亥,2670.65,204,-
2023-03-04,黄河,龙羊峡入库,-,203,-
2023-03-04,黄河,龙羊峡蓄水量,2582.69,(176)亿,-
2023-03-04,黄河,龙羊峡出库,-,473,-
2023-03-04,黄河,刘家峡入库,-,659,-
2023-03-04,黄河,刘家峡蓄水量,1732.29,(36.4)亿,-
2023-03-04,黄河,刘家峡出库,-,343,-
2023-03-04,黄河,兰州,1510.24,468,-
2023-03-04,黄河,下河沿,1228.7,403,-
2023-03-04,黄河,石嘴山,1085.14,530,-
2023-03-04,黄河,巴彦高勒,1048.59,229,-
2023-03-04,黄河,三湖河口,1017.9,663,-
2023-03-04,黄河,包头,1003.26,609,-
2023-03-04,黄河,头道拐,988.21,600,-
2023-03-04,黄河,万家寨蓄水量,968.1,(3.38)亿,-
2023-03-04,黄河,万家寨上出库,-,570,-
2023-03-04,黄河,万家寨下,899,570,-
2023-03-04,黄河,府谷,806.99,584,-
2023-03-04,黄河,吴堡,636.45,712,-
2023-03-04,黄河,龙门,378.28,1170,-
2023-03-04,汾河,河津,370.54,26.7,-
2023-03-04,北洛河,状头,360.54,2.10,-
2023-03-04,泾河,张家山,419.79,11,-
2023-03-04,渭河,咸阳,372.83,28,-
2023-03-04,渭河,华县(二),338.05,95,-
2023-03-04,黄河,潼关,325.64,697,-
2023-03-04,黄河,史家滩蓄水量,316.11,(4.68)亿,-
2023-03-04,黄河,三门峡,273.68,699,-
2023-03-04,黄河,小浪底上蓄水量,262.66,(62.4)亿,-
2023-03-04,黄河,小浪底,134.05,609,-
2023-03-04,伊河,东湾,-,-,-
2023-03-04,伊河,陆浑坝上蓄水量,314.27,(4.70)亿,-
2023-03-04,伊河,陆浑坝上出库,-,-,-
2023-03-04,伊河,龙门镇,146.91,3.56,-
2023-03-04,洛河,卢氏,-,-,-
2023-03-04,洛河,故县水库蓄水量,528.27,(5.24)亿,-
2023-03-04,洛河,故县水库出库,-,-,-
2023-03-04,洛河,长水（二）,377.76,19,-
2023-03-04,洛河,白马寺,112.86,54.9,-
2023-03-04,伊洛河,黑石关,107.69,36,-
2023-03-04,丹河,山路坪,-,-,-
2023-03-04,沁河,五龙口,-,-,-
2023-03-04,沁河,武陟,98.28,8.26,-
2023-03-04,黄河,花园口,88.95,834,-
2023-03-04,黄河,夹河滩,71.48,748,-
2023-03-04,黄河,高村,57.48,626,-
2023-03-04,黄河,孙口,42.31,517,-
2023-03-04,大汶河,戴村坝,-,-,-
2023-03-04,东平湖,东平湖老湖蓄水量,41.19,(4.85)亿,-
2023-03-04,大汶河,出湖闸,-,-,-
2023-03-04,黄河,艾山,35.25,388,-
2023-03-04,黄河,泺口,23.58,364,-
2023-03-04,黄河,利津,7.91,188,-
2023-03-05,黄河,唐乃亥,2670.61,193,-
2023-03-05,黄河,龙羊峡入库,-,202,-
2023-03-05,黄河,龙羊峡蓄水量,2582.58,(175)亿,-
2023-03-05,黄河,龙羊峡出库,-,604,-
2023-03-05,黄河,刘家峡入库,-,650,-
2023-03-05,黄河,刘家峡蓄水量,1732.5,(36.7)亿,-
2023-03-05,黄河,刘家峡出库,-,320,-
2023-03-05,黄河,兰州,1510,373,-
2023-03-05,黄河,下河沿,1228.66,390,-
2023-03-05,黄河,石嘴山,1085.11,511,-
2023-03-05,黄河,巴彦高勒,1048.5,195,-
2023-03-05,黄河,三湖河口,1017.76,635,-
2023-03-05,黄河,包头,1003.29,615,-
2023-03-05,黄河,头道拐,988.19,590,-
2023-03-05,黄河,万家寨蓄水量,968.37,(3.42)亿,-
2023-03-05,黄河,万家寨上出库,-,192,-
2023-03-05,黄河,万家寨下,898.18,192,-
2023-03-05,黄河,府谷,807.19,673,-
2023-03-05,黄河,吴堡,636.27,590,-
2023-03-05,黄河,龙门,377.69,738,-
2023-03-05,汾河,河津,369.85,11.9,-
2023-03-05,北洛河,状头,360.58,3.30,-
2023-03-05,泾河,张家山,419.73,8.49,-
2023-03-05,渭河,咸阳,372.82,27.9,-
2023-03-05,渭河,华县(二),338.08,98.8,-
2023-03-05,黄河,潼关,326,933,-
2023-03-05,黄河,史家滩蓄水量,316.28,(4.81)亿,-
2023-03-05,黄河,三门峡,272.83,335,-
2023-03-05,黄河,小浪底上蓄水量,262.62,(62.3)亿,-
2023-03-05,黄河,小浪底,133.63,494,-
2023-03-05,伊河,东湾,-,-,-
2023-03-05,伊河,陆浑坝上蓄水量,314.25,(4.69)亿,-
2023-03-05,伊河,陆浑坝上出库,-,-,-
2023-03-05,伊河,龙门镇,146.91,3.56,-
2023-03-05,洛河,卢氏,-,-,-
2023-03-05,洛河,故县水库蓄水量,528.19,(5.23)亿,-
2023-03-05,洛河,故县水库出库,-,-,-
2023-03-05,洛河,长水（二）,377.76,19,-
2023-03-05,洛河,白马寺,112.78,38.7,-
2023-03-05,伊洛河,黑石关,107.88,38.5,-
2023-03-05,丹河,山路坪,-,-,-
2023-03-05,沁河,五龙口,140.73,16.4,-
2023-03-05,沁河,武陟,98.29,8.56,-
2023-03-05,黄河,花园口,88.93,816,-
2023-03-05,黄河,夹河滩,71.42,703,-
2023-03-05,黄河,高村,57.53,655,-
2023-03-05,黄河,孙口,42.38,566,-
2023-03-05,大汶河,戴村坝,-,-,-
2023-03-05,东平湖,东平湖老湖蓄水量,41.21,(4.88)亿,-
2023-03-05,大汶河,出湖闸,-,-,-
2023-03-05,黄河,艾山,35.39,421,-
2023-03-05,黄河,泺口,23.68,400,-
2023-03-05,黄河,利津,8.01,203,-
2023-03-06,黄河,唐乃亥,2670.65,204,-
2023-03-06,黄河,龙羊峡入库,-,208,-
2023-03-06,黄河,龙羊峡蓄水量,2582.51,(175)亿,-
2023-03-06,黄河,龙羊峡出库,-,552,-
2023-03-06,黄河,刘家峡入库,-,654,-
2023-03-06,黄河,刘家峡蓄水量,1732.64,(36.9)亿,-
2023-03-06,黄河,刘家峡出库,-,324,-
2023-03-06,黄河,兰州,1510.05,392,-
2023-03-06,黄河,下河沿,1228.63,381,-
2023-03-06,黄河,石嘴山,1085,453,-
2023-03-06,黄河,巴彦高勒,1048.59,229,-
2023-03-06,黄河,三湖河口,1017.75,577,-
2023-03-06,黄河,包头,1003.27,611,-
2023-03-06,黄河,头道拐,988.16,575,-
2023-03-06,黄河,万家寨蓄水量,967.64,(3.29)亿,-
2023-03-06,黄河,万家寨上出库,-,753,-
2023-03-06,黄河,万家寨下,899.31,753,-
2023-03-06,黄河,府谷,807.38,764,-
2023-03-06,黄河,吴堡,636.31,614,-
2023-03-06,黄河,龙门,377.61,685,-
2023-03-06,汾河,河津,369.92,13.3,-
2023-03-06,北洛河,状头,360.64,6.08,-
2023-03-06,泾河,张家山,419.71,7.63,-
2023-03-06,渭河,咸阳,372.85,28.4,-
2023-03-06,渭河,华县(二),337.8,67.3,-
2023-03-06,黄河,潼关,325.92,924,-
2023-03-06,黄河,史家滩蓄水量,317.05,(5.44)亿,-
2023-03-06,黄河,三门峡,274.67,1330,-
2023-03-06,黄河,小浪底上蓄水量,262.47,(62)亿,-
2023-03-06,黄河,小浪底,133.56,557,-
2023-03-06,伊河,东湾,-,-,-
2023-03-06,伊河,陆浑坝上蓄水量,314.23,(4.69)亿,-
2023-03-06,伊河,陆浑坝上出库,-,-,-
2023-03-06,伊河,龙门镇,146.9,3.36,-
2023-03-06,洛河,卢氏,-,-,-
2023-03-06,洛河,故县水库蓄水量,528.14,(5.22)亿,-
2023-03-06,洛河,故县水库出库,-,-,-
2023-03-06,洛河,长水（二）,377.59,7.80,-
2023-03-06,洛河,白马寺,112.73,28.9,-
2023-03-06,伊洛河,黑石关,107.83,37.8,-
2023-03-06,丹河,山路坪,-,-,-
2023-03-06,沁河,五龙口,-,-,-
2023-03-06,沁河,武陟,98.29,8.56,-
2023-03-06,黄河,花园口,88.92,807,-
2023-03-06,黄河,夹河滩,71.4,685,-
2023-03-06,黄河,高村,57.5,638,-
2023-03-06,黄河,孙口,42.44,611,-
2023-03-06,大汶河,戴村坝,-,-,-
2023-03-06,东平湖,东平湖老湖蓄水量,41.22,(4.89)亿,-
2023-03-06,大汶河,出湖闸,-,-,-
2023-03-06,黄河,艾山,35.47,440,-
2023-03-06,黄河,泺口,23.8,487,-
2023-03-06,黄河,利津,8.1,217,-
2023-03-07,黄河,唐乃亥,2670.67,210,-
2023-03-07,黄河,龙羊峡入库,-,205,-
2023-03-07,黄河,龙羊峡蓄水量,2582.44,(175)亿,-
2023-03-07,黄河,龙羊峡出库,-,565,-
2023-03-07,黄河,刘家峡入库,-,498,-
2023-03-07,黄河,刘家峡蓄水量,1732.67,(36.9)亿,-
2023-03-07,黄河,刘家峡出库,-,333,-
2023-03-07,黄河,兰州,1509.95,357,-
2023-03-07,黄河,下河沿,1228.68,397,-
2023-03-07,黄河,石嘴山,1084.93,422,-
2023-03-07,黄河,巴彦高勒,1048.57,222,-
2023-03-07,黄河,三湖河口,1017.78,586,-
2023-03-07,黄河,包头,1003.27,611,-
2023-03-07,黄河,头道拐,988.08,639,-
2023-03-07,黄河,万家寨蓄水量,968.05,(3.37)亿,-
2023-03-07,黄河,万家寨上出库,-,281,-
2023-03-07,黄河,万家寨下,898.42,281,-
2023-03-07,黄河,府谷,806.93,560,-
2023-03-07,黄河,吴堡,636.25,580,-
2023-03-07,黄河,龙门,377.39,546,-
2023-03-07,汾河,河津,370.03,15.5,-
2023-03-07,北洛河,状头,360.51,1.58,-
2023-03-07,泾河,张家山,419.71,7.63,-
2023-03-07,渭河,咸阳,372.79,27.5,-
2023-03-07,渭河,华县(二),337.77,63,-
2023-03-07,黄河,潼关,325.73,751,-
2023-03-07,黄河,史家滩蓄水量,317.1,(5.48)亿,-
2023-03-07,黄河,三门峡,274.42,1140,-
2023-03-07,黄河,小浪底上蓄水量,262.42,(61.8)亿,-
2023-03-07,黄河,小浪底,133.75,660,-
2023-03-07,伊河,东湾,-,-,-
2023-03-07,伊河,陆浑坝上蓄水量,314.19,(4.67)亿,-
2023-03-07,伊河,陆浑坝上出库,-,-,-
2023-03-07,伊河,龙门镇,146.9,3.36,-
2023-03-07,洛河,卢氏,-,-,-
2023-03-07,洛河,故县水库蓄水量,528.02,(5.20)亿,-
2023-03-07,洛河,故县水库出库,-,-,-
2023-03-07,洛河,长水（二）,378,40.5,-
2023-03-07,洛河,白马寺,112.56,7.13,-
2023-03-07,伊洛河,黑石关,107.54,34,-
2023-03-07,丹河,山路坪,-,-,-
2023-03-07,沁河,五龙口,-,-,-
2023-03-07,沁河,武陟,98.3,8.93,-
2023-03-07,黄河,花园口,88.96,844,-
2023-03-07,黄河,夹河滩,71.37,665,-
2023-03-07,黄河,高村,57.53,656,-
2023-03-07,黄河,孙口,42.42,596,-
2023-03-07,大汶河,戴村坝,-,-,-
2023-03-07,东平湖,东平湖老湖蓄水量,41.24,(4.93)亿,-
2023-03-07,大汶河,出湖闸,-,-,-
2023-03-07,黄河,艾山,35.49,575,-
2023-03-07,黄河,泺口,23.85,510,-
2023-03-07,黄河,利津,8.35,258,-
2023-03-08,黄河,唐乃亥,2670.67,210,-
2023-03-08,黄河,龙羊峡入库,-,201,-
2023-03-08,黄河,龙羊峡蓄水量,2582.41,(175)亿,-
2023-03-08,黄河,龙羊峡出库,-,404,-
2023-03-08,黄河,刘家峡入库,-,460,-
2023-03-08,黄河,刘家峡蓄水量,1732.8,(37.1)亿,-
2023-03-08,黄河,刘家峡出库,-,325,-
2023-03-08,黄河,兰州,1510.03,384,-
2023-03-08,黄河,下河沿,1228.88,465,-
2023-03-08,黄河,石嘴山,1084.95,431,-
2023-03-08,黄河,巴彦高勒,1048.52,248,-
2023-03-08,黄河,三湖河口,1017.86,610,-
2023-03-08,黄河,包头,1003.33,593,-
2023-03-08,黄河,头道拐,988.08,639,-
2023-03-08,黄河,万家寨蓄水量,967.86,(3.33)亿,-
2023-03-08,黄河,万家寨上出库,-,409,-
2023-03-08,黄河,万家寨下,898.68,409,-
2023-03-08,黄河,府谷,807.21,683,-
2023-03-08,黄河,吴堡,636.47,730,-
2023-03-08,黄河,龙门,377.47,595,-
2023-03-08,汾河,河津,370.52,26.3,-
2023-03-08,北洛河,状头,360.49,1.31,-
2023-03-08,泾河,张家山,419.72,8.06,-
2023-03-08,渭河,咸阳,372.77,27.3,-
2023-03-08,渭河,华县(二),337.73,57,-
2023-03-08,黄河,潼关,325.6,662,-
2023-03-08,黄河,史家滩蓄水量,316.94,(5.34)亿,-
2023-03-08,黄河,三门峡,274.1,940,-
2023-03-08,黄河,小浪底上蓄水量,262.48,(62)亿,-
2023-03-08,黄河,小浪底,133.61,808,-
2023-03-08,伊河,东湾,-,-,-
2023-03-08,伊河,陆浑坝上蓄水量,314.09,(4.64)亿,-
2023-03-08,伊河,陆浑坝上出库,-,-,-
2023-03-08,伊河,龙门镇,146.89,3.20,-
2023-03-08,洛河,卢氏,-,-,-
2023-03-08,洛河,故县水库蓄水量,527.99,(5.20)亿,-
2023-03-08,洛河,故县水库出库,-,-,-
2023-03-08,洛河,长水（二）,377.45,3.34,-
2023-03-08,洛河,白马寺,112.88,59.1,-
2023-03-08,伊洛河,黑石关,107.36,31.6,-
2023-03-08,丹河,山路坪,-,-,-
2023-03-08,沁河,五龙口,-,-,-
2023-03-08,沁河,武陟,98.29,8.56,-
2023-03-08,黄河,花园口,88.87,765,-
2023-03-08,黄河,夹河滩,71.34,770,-
2023-03-08,黄河,高村,57.57,680,-
2023-03-08,黄河,孙口,42.44,612,-
2023-03-08,大汶河,戴村坝,-,-,-
2023-03-08,东平湖,东平湖老湖蓄水量,41.25,(4.94)亿,-
2023-03-08,大汶河,出湖闸,-,-,-
2023-03-08,黄河,艾山,35.53,588,-
2023-03-08,黄河,泺口,23.88,523,-
2023-03-08,黄河,利津,8.43,344,-
2023-03-09,黄河,唐乃亥,2670.65,204,-
2023-03-09,黄河,龙羊峡入库,-,211,-
2023-03-09,黄河,龙羊峡蓄水量,2582.34,(174)亿,-
2023-03-09,黄河,龙羊峡出库,-,414,-
2023-03-09,黄河,刘家峡入库,-,453,-
2023-03-09,黄河,刘家峡蓄水量,1732.9,(37.2)亿,-
2023-03-09,黄河,刘家峡出库,-,318,-
2023-03-09,黄河,兰州,1509.91,343,-
2023-03-09,黄河,下河沿,1228.89,469,-
2023-03-09,黄河,石嘴山,1085.01,458,-
2023-03-09,黄河,巴彦高勒,1048.35,182,-
2023-03-09,黄河,三湖河口,1017.33,532,-
2023-03-09,黄河,包头,1003.4,653,-
2023-03-09,黄河,头道拐,987.95,574,-
2023-03-09,黄河,万家寨蓄水量,968.47,(3.44)亿,-
2023-03-09,黄河,万家寨上出库,-,488,-
2023-03-09,黄河,万家寨下,898.84,488,-
2023-03-09,黄河,府谷,806.65,456,-
2023-03-09,黄河,吴堡,636.2,550,-
2023-03-09,黄河,龙门,377.75,778,-
2023-03-09,汾河,河津,369.87,12.3,-
2023-03-09,北洛河,状头,360.51,1.58,-
2023-03-09,泾河,张家山,419.72,8.06,-
2023-03-09,渭河,咸阳,372.78,27.4,-
2023-03-09,渭河,华县(二),337.86,75.8,-
2023-03-09,黄河,潼关,325.68,716,-
2023-03-09,黄河,史家滩蓄水量,316.99,(5.39)亿,-
2023-03-09,黄河,三门峡,274.04,907,-
2023-03-09,黄河,小浪底上蓄水量,262.38,(61.7)亿,-
2023-03-09,黄河,小浪底,133.4,640,-
2023-03-09,伊河,东湾,-,-,-
2023-03-09,伊河,陆浑坝上蓄水量,314.03,(4.62)亿,-
2023-03-09,伊河,陆浑坝上出库,-,-,-
2023-03-09,伊河,龙门镇,146.88,3.07,-
2023-03-09,洛河,卢氏,-,-,-
2023-03-09,洛河,故县水库蓄水量,527.91,(5.18)亿,-
2023-03-09,洛河,故县水库出库,-,-,-
2023-03-09,洛河,长水（二）,378,40.5,-
2023-03-09,洛河,白马寺,112.61,10.7,-
2023-03-09,伊洛河,黑石关,107.68,35.9,-
2023-03-09,丹河,山路坪,-,-,-
2023-03-09,沁河,五龙口,-,-,-
2023-03-09,沁河,武陟,98.25,7.36,-
2023-03-09,黄河,花园口,88.9,790,-
2023-03-09,黄河,夹河滩,71.31,740,-
2023-03-09,黄河,高村,57.51,645,-
2023-03-09,黄河,孙口,42.49,649,-
2023-03-09,大汶河,戴村坝,-,-,-
2023-03-09,东平湖,东平湖老湖蓄水量,41.26,(4.96)亿,-
2023-03-09,大汶河,出湖闸,-,-,-
2023-03-09,黄河,艾山,35.56,598,-
2023-03-09,黄河,泺口,23.91,538,-
2023-03-09,黄河,利津,8.38,336,-
2023-03-10,黄河,唐乃亥,2670.64,201,-
2023-03-10,黄河,龙羊峡入库,-,213,-
2023-03-10,黄河,龙羊峡蓄水量,2582.29,(174)亿,-
2023-03-10,黄河,龙羊峡出库,-,470,-
2023-03-10,黄河,刘家峡入库,-,527,-
2023-03-10,黄河,刘家峡蓄水量,1733.07,(37.4)亿,-
2023-03-10,黄河,刘家峡出库,-,332,-
2023-03-10,黄河,兰州,1509.94,353,-
2023-03-10,黄河,下河沿,1228.73,413,-
2023-03-10,黄河,石嘴山,1085.06,482,-
2023-03-10,黄河,巴彦高勒,1048.45,208,-
2023-03-10,黄河,三湖河口,1016.85,488,-
2023-03-10,黄河,包头,1002.63,845,-
2023-03-10,黄河,头道拐,987.7,484,-
2023-03-10,黄河,万家寨蓄水量,968.63,(3.47)亿,-
2023-03-10,黄河,万家寨上出库,-,797,-
2023-03-10,黄河,万家寨下,899.38,797,-
2023-03-10,黄河,府谷,807.45,771,-
2023-03-10,黄河,吴堡,636.43,699,-
2023-03-10,黄河,龙门,377.48,550,-
2023-03-10,汾河,河津,369.57,6.55,-
2023-03-10,北洛河,状头,360.49,1.31,-
2023-03-10,泾河,张家山,419.72,8.06,-
2023-03-10,渭河,咸阳,372.76,27.1,-
2023-03-10,渭河,华县(二),337.73,57,-
2023-03-10,黄河,潼关,325.74,723,-
2023-03-10,黄河,史家滩蓄水量,317.3,(5.65)亿,-
2023-03-10,黄河,三门峡,272.95,381,-
2023-03-10,黄河,小浪底上蓄水量,262.25,(61.5)亿,-
2023-03-10,黄河,小浪底,133.33,680,-
2023-03-10,伊河,东湾,-,-,-
2023-03-10,伊河,陆浑坝上蓄水量,313.95,(4.59)亿,-
2023-03-10,伊河,陆浑坝上出库,-,-,-
2023-03-10,伊河,龙门镇,146.87,2.95,-
2023-03-10,洛河,卢氏,-,-,-
2023-03-10,洛河,故县水库蓄水量,527.83,(5.17)亿,-
2023-03-10,洛河,故县水库出库,-,-,-
2023-03-10,洛河,长水（二）,377.96,36.5,-
2023-03-10,洛河,白马寺,112.86,54.9,-
2023-03-10,伊洛河,黑石关,107.57,34.4,-
2023-03-10,丹河,山路坪,-,-,-
2023-03-10,沁河,五龙口,-,-,-
2023-03-10,沁河,武陟,98.31,9.24,-
2023-03-10,黄河,花园口,88.89,781,-
2023-03-10,黄河,夹河滩,71.32,750,-
2023-03-10,黄河,高村,57.51,645,-
2023-03-10,黄河,孙口,42.45,618,-
2023-03-10,大汶河,戴村坝,-,-,-
2023-03-10,东平湖,东平湖老湖蓄水量,41.28,(4.99)亿,-
2023-03-10,大汶河,出湖闸,-,-,-
2023-03-10,黄河,艾山,35.49,586,-
2023-03-10,黄河,泺口,23.87,542,-
2023-03-10,黄河,利津,8.46,349,-
2023-03-11,黄河,唐乃亥,2670.7,218,-
2023-03-11,黄河,龙羊峡入库,-,208,-
2023-03-11,黄河,龙羊峡蓄水量,2582.26,(174)亿,-
2023-03-11,黄河,龙羊峡出库,-,427,-
2023-03-11,黄河,刘家峡入库,-,615,-
2023-03-11,黄河,刘家峡蓄水量,1733.23,(37.6)亿,-
2023-03-11,黄河,刘家峡出库,-,315,-
2023-03-11,黄河,兰州,1509.8,310,-
2023-03-11,黄河,下河沿,1228.75,420,-
2023-03-11,黄河,石嘴山,1085,453,-
2023-03-11,黄河,巴彦高勒,1048.44,206,-
2023-03-11,黄河,三湖河口,1016.54,371,-
2023-03-11,黄河,包头,1002.55,953,-
2023-03-11,黄河,头道拐,987.74,887,-
2023-03-11,黄河,万家寨蓄水量,967.02,(3.19)亿,-
2023-03-11,黄河,万家寨上出库,-,1380,-
2023-03-11,黄河,万家寨下,900.17,1380,-
2023-03-11,黄河,府谷,808.41,1240,-
2023-03-11,黄河,吴堡,636.32,621,-
2023-03-11,黄河,龙门,377.78,733,-
2023-03-11,汾河,河津,369.47,4.72,-
2023-03-11,北洛河,状头,360.51,1.58,-
2023-03-11,泾河,张家山,419.69,6.87,-
2023-03-11,渭河,咸阳,372.8,27.6,-
2023-03-11,渭河,华县(二),337.86,75.8,-
2023-03-11,黄河,潼关,325.68,667,-
2023-03-11,黄河,史家滩蓄水量,317.38,(5.73)亿,-
2023-03-11,黄河,三门峡,274.03,900,-
2023-03-11,黄河,小浪底上蓄水量,262.19,(61.3)亿,-
2023-03-11,黄河,小浪底,133.23,619,-
2023-03-11,伊河,东湾,-,-,-
2023-03-11,伊河,陆浑坝上蓄水量,313.88,(4.57)亿,-
2023-03-11,伊河,陆浑坝上出库,-,-,-
2023-03-11,伊河,龙门镇,146.88,3.07,-
2023-03-11,洛河,卢氏,-,-,-
2023-03-11,洛河,故县水库蓄水量,527.76,(5.16)亿,-
2023-03-11,洛河,故县水库出库,-,-,-
2023-03-11,洛河,长水（二）,378.05,45.8,-
2023-03-11,洛河,白马寺,112.58,8.39,-
2023-03-11,伊洛河,黑石关,107.7,36.1,-
2023-03-11,丹河,山路坪,-,-,-
2023-03-11,沁河,五龙口,-,-,-
2023-03-11,沁河,武陟,98.29,8.56,-
2023-03-11,黄河,花园口,88.77,685,-
2023-03-11,黄河,夹河滩,71.28,710,-
2023-03-11,黄河,高村,57.52,650,-
2023-03-11,黄河,孙口,42.44,612,-
2023-03-11,大汶河,戴村坝,-,-,-
2023-03-11,东平湖,东平湖老湖蓄水量,41.28,(4.99)亿,-
2023-03-11,大汶河,出湖闸,-,-,-
2023-03-11,黄河,艾山,35.45,573,-
2023-03-11,黄河,泺口,23.76,488,-
2023-03-11,黄河,利津,8.3,323,-
2023-03-12,黄河,唐乃亥,2670.67,210,-
2023-03-12,黄河,龙羊峡入库,-,214,-
2023-03-12,黄河,龙羊峡蓄水量,2582.18,(174)亿,-
2023-03-12,黄河,龙羊峡出库,-,442,-
2023-03-12,黄河,刘家峡入库,-,436,-
